Year,Suburb,Postcode,Studio/House,Bedroom Count,Median House Price,Highest ICSEA Value,Sexual offences,Malicious damage to property,Prohibited and regulated weapons offences,Abduction and kidnapping,Betting and gaming offences,Assault ,"Intimidation, stalking and harassment ",Prostitution offences,Robbery ,Arson ,Transport regulatory offences ,Pornography offences,Blackmail and extortion ,Other offences ,Drug offences ,Homicide ,Against justice procedures ,Theft ,Disorderly conduct ,Liquor offences 
2002,AIRDS,2560,House,4 and above,150000,894,21,193,8,1,0,170,23,0,18,31,1,0,0,20,25,1,73,235,7,1
2002,ALBION PARK,2527,House,4 and above,199000,980,11,163,4,0,0,82,36,0,2,21,28,0,0,17,11,0,22,383,13,11
2002,ALBION PARK RAIL,2527,House,4 and above,199999,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,ALFORDS POINT,2234,House,4 and above,550000,1070,1,37,0,0,0,11,4,0,1,2,1,0,0,2,0,0,1,37,0,0
2002,AMBARVALE,2560,House,2,233000,931,15,158,6,1,0,157,36,0,16,52,0,0,0,14,12,1,49,380,13,1
2002,AMBARVALE,2560,House,4 and above,215000,931,15,158,6,1,0,157,36,0,16,52,0,0,0,14,12,1,49,380,13,1
2002,AUSTINMER,2515,House,4 and above,485000,1112,1,32,2,0,0,12,7,0,2,2,38,0,0,7,1,0,16,99,4,18
2002,AVONDALE,2530,House,4 and above,320000,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,BALARANG,2529,House,4 and above,255000,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,BALGOWNIE,2519,House,4 and above,342000,943,2,71,2,0,0,40,17,0,0,1,1,0,0,11,5,0,13,178,1,6
2002,BANGOR,2234,House,4 and above,500000,1064,2,74,1,1,0,22,12,0,1,3,0,0,0,1,3,0,6,113,3,3
2002,BARDEN RIDGE,2234,House,4 and above,449000,1064,8,79,3,0,0,8,4,0,0,2,0,0,0,4,3,0,1,81,0,2
2002,BARRACK HEIGHTS,2528,House,4 and above,209000,873,11,131,6,0,0,82,18,0,0,5,2,0,0,15,3,0,52,388,23,7
2002,BARRACK POINT,2528,House,4 and above,273500,873,0,2,0,0,0,4,2,0,0,0,0,0,0,3,0,0,8,21,0,0
2002,BELLAMBI,2518,House,4 and above,230000,1136,9,134,6,1,0,85,41,0,3,4,149,0,0,35,17,0,34,299,8,2
2002,BERKELEY,2506,House,4 and above,131000,922,10,230,13,1,0,96,24,0,11,15,0,0,0,29,27,0,70,594,20,1
2002,BLACKBUTT,2529,House,4 and above,234000,920,1,23,1,0,0,18,4,0,1,1,0,0,0,6,3,0,7,133,4,2
2002,BLAIR ATHOL,2560,House,4 and above,145000,755,0,13,1,0,0,6,2,0,0,0,0,0,0,0,3,0,0,53,0,0
2002,BLAIRMOUNT,2559,House,4 and above,240000,947,1,6,0,0,0,8,1,0,0,1,0,0,0,2,0,0,1,19,2,0
2002,BONNET BAY,2226,House,4 and above,612500,925,0,16,0,0,0,1,2,0,0,1,0,0,0,0,1,0,2,33,2,1
2002,BOW BOWING,2566,House,4 and above,250200,716,4,19,0,0,0,8,0,0,1,3,0,0,0,1,1,0,0,51,2,0
2002,BRADBURY,2560,House,1,235000,996,20,161,8,1,0,104,26,0,24,33,0,0,0,13,35,0,49,468,22,28
2002,BRADBURY,2560,House,4 and above,215000,996,20,161,8,1,0,104,26,0,24,33,0,0,0,13,35,0,49,468,22,28
2002,BROUGHTON VILLAGE,2534,House,4 and above,170000,1057,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2002,BROWNSVILLE,2530,House,4 and above,198750,1015,1,6,0,0,0,8,1,0,0,1,0,0,0,1,2,0,1,30,0,1
2002,BULLI,2516,House,1,43000,1082,5,153,13,0,0,68,19,0,3,7,96,0,0,31,8,0,37,310,19,9
2002,BULLI,2516,House,3,238000,1082,5,153,13,0,0,68,19,0,3,7,96,0,0,31,8,0,37,310,19,9
2002,BULLI,2516,House,4 and above,327500,1082,5,153,13,0,0,68,19,0,3,7,96,0,0,31,8,0,37,310,19,9
2002,BUNDEENA,2230,House,4 and above,438000,1071,4,12,0,0,0,12,3,0,0,2,0,0,0,3,4,0,5,57,2,0
2002,BURRANEER,2230,House,4 and above,1300000,982,3,26,0,0,0,5,21,0,3,2,0,0,0,1,0,0,12,96,1,0
2002,CALDERWOOD,2527,House,4 and above,165000,1065,0,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,0
2002,CAMPBELLTOWN,2560,House,4 and above,220000,845,47,406,96,3,0,404,94,0,118,48,145,0,0,96,107,0,244,2792,211,164
2002,CARAVAN HEAD,2225,House,4 and above,1210000,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,CARINGBAH,2229,House,2,382500,972,11,184,9,0,0,109,33,0,27,7,232,0,0,31,30,2,60,811,17,31
2002,CARINGBAH,2229,House,3,410000,972,11,184,9,0,0,109,33,0,27,7,232,0,0,31,30,2,60,811,17,31
2002,CARINGBAH,2229,House,4 and above,595000,972,11,184,9,0,0,109,33,0,27,7,232,0,0,31,30,2,60,811,17,31
2002,CLAYMORE,2559,House,4 and above,213250,991,15,138,4,0,0,132,17,0,8,22,0,0,1,11,12,0,56,180,7,0
2002,CLIFTON,2515,House,4 and above,677500,991,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,5
2002,COALCLIFF,2508,House,4 and above,552500,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,COLEDALE,2515,House,4 and above,425000,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,COMO,2226,House,4 and above,458000,662,1,42,1,0,0,2,5,0,4,4,9,0,0,6,6,0,2,106,4,9
2002,COMO WEST,2226,House,4 and above,517500,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,CONISTON,2500,House,4 and above,267000,982,2,68,3,0,0,36,10,0,3,0,234,0,0,13,2,0,24,188,2,1
2002,CORDEAUX HEIGHTS,2526,House,4 and above,335000,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,CORRIMAL,2518,House,1,127500,916,4,123,3,0,0,84,35,0,10,3,213,0,0,46,10,0,34,534,10,11
2002,CORRIMAL,2518,House,2,221000,916,4,123,3,0,0,84,35,0,10,3,213,0,0,46,10,0,34,534,10,11
2002,CORRIMAL,2518,House,3,186000,916,4,123,3,0,0,84,35,0,10,3,213,0,0,46,10,0,34,534,10,11
2002,CORRIMAL,2518,House,4 and above,289950,916,4,123,3,0,0,84,35,0,10,3,213,0,0,46,10,0,34,534,10,11
2002,CRINGILA,2502,House,4 and above,96000,916,1,29,2,0,0,38,8,0,2,4,60,0,0,7,16,3,13,102,6,5
2002,CRONULLA,2230,House,1,441500,1084,58,254,13,0,0,252,68,0,40,9,428,0,0,61,54,0,91,1375,76,90
2002,CRONULLA,2230,House,2,420000,1084,58,254,13,0,0,252,68,0,40,9,428,0,0,61,54,0,91,1375,76,90
2002,CRONULLA,2230,House,3,540000,1084,58,254,13,0,0,252,68,0,40,9,428,0,0,61,54,0,91,1375,76,90
2002,CRONULLA,2230,House,4 and above,830000,1084,58,254,13,0,0,252,68,0,40,9,428,0,0,61,54,0,91,1375,76,90
2002,CROSS ROADS,2850,House,4 and above,1563000,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,DAPTO,2530,House,3,205000,979,16,213,17,1,0,130,35,0,18,12,300,0,0,27,16,2,61,765,17,15
2002,DAPTO,2530,House,4 and above,185000,979,16,213,17,1,0,130,35,0,18,12,300,0,0,27,16,2,61,765,17,15
2002,DARKES FOREST,2508,House,4 and above,800000,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,DENHAM COURT,2565,House,4 and above,650000,846,0,8,2,0,0,0,3,0,0,3,0,0,0,1,1,0,0,31,0,0
2002,DOLANS BAY,2229,House,4 and above,695000,1021,1,4,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,12,0,0
2002,DUNMORE,2529,House,4 and above,312500,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,EAGLE VALE,2558,House,4 and above,225000,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,EAGLEVALE,2558,House,4 and above,224000,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,ENGADINE,2233,House,1,260000,1066,18,206,10,1,0,88,29,0,10,5,26,0,0,16,17,0,48,500,15,23
2002,ENGADINE,2233,House,2,254500,1066,18,206,10,1,0,88,29,0,10,5,26,0,0,16,17,0,48,500,15,23
2002,ENGADINE,2233,House,3,251000,1066,18,206,10,1,0,88,29,0,10,5,26,0,0,16,17,0,48,500,15,23
2002,ENGADINE,2233,House,4 and above,398000,1066,18,206,10,1,0,88,29,0,10,5,26,0,0,16,17,0,48,500,15,23
2002,ESCHOL PARK,2558,House,4 and above,214000,983,2,23,0,0,0,17,12,0,4,2,0,0,0,5,2,0,5,79,3,0
2002,FAIRY MEADOW,2519,House,3,102000,967,6,134,11,1,0,94,38,0,11,9,170,0,0,31,19,1,49,499,20,23
2002,FAIRY MEADOW,2519,House,4 and above,264000,967,6,134,11,1,0,94,38,0,11,9,170,0,0,31,19,1,49,499,20,23
2002,FARMBOROUGH HEIGHTS,2526,House,4 and above,224000,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,FERNHILL,2519,House,4 and above,251500,933,1,8,0,0,0,9,4,0,0,1,0,0,0,3,0,0,2,21,0,0
2002,FIGTREE,2525,House,4 and above,270000,1033,10,78,7,0,0,64,18,0,2,2,11,0,0,17,20,0,27,518,23,6
2002,FLINDERS,2529,House,3,275000,1033,1,22,1,0,0,13,8,0,0,0,0,0,0,2,2,0,11,96,1,0
2002,FLINDERS,2529,House,4 and above,159000,1033,1,22,1,0,0,13,8,0,0,0,0,0,0,2,2,0,11,96,1,0
2002,FOXGROUND,2534,House,4 and above,792500,945,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0
2002,GERRINGONG,2534,House,4 and above,377000,894,1,43,0,0,0,21,2,0,0,1,6,0,0,4,1,0,10,107,1,0
2002,GERROA,2534,House,4 and above,470000,894,2,11,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,68,2,0
2002,GLEN ALPINE,2560,House,4 and above,387000,1026,2,49,0,0,0,14,8,0,2,9,0,0,0,8,2,0,4,121,3,0
2002,GLENFIELD,2167,House,4 and above,270000,1026,7,107,14,2,0,75,20,0,27,22,84,0,0,18,24,0,36,336,15,3
2002,GRAYS POINT,2232,House,4 and above,520000,1118,0,27,0,0,0,3,1,0,2,2,0,0,0,15,4,0,4,49,0,0
2002,GREENACRE,2190,House,4 and above,210000,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,GWYNNEVILLE,2500,House,4 and above,280000,1061,5,17,3,0,0,5,4,0,0,2,0,0,0,11,3,0,4,238,5,0
2002,GYMEA,2227,House,2,347500,1055,7,91,8,1,0,62,13,0,14,9,105,0,0,14,6,0,14,391,11,11
2002,GYMEA,2227,House,3,347500,1055,7,91,8,1,0,62,13,0,14,9,105,0,0,14,6,0,14,391,11,11
2002,GYMEA,2227,House,4 and above,471250,1055,7,91,8,1,0,62,13,0,14,9,105,0,0,14,6,0,14,391,11,11
2002,GYMEA BAY,2227,House,4 and above,580000,1094,10,30,2,0,0,11,7,0,2,2,0,0,1,5,1,1,6,89,1,1
2002,HEATHCOTE,2233,House,4 and above,410000,1064,4,57,1,0,0,13,12,0,4,3,1,0,0,2,4,0,3,182,1,4
2002,HELENSBURGH,2508,House,4 and above,338500,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,HORSLEY,2530,House,4 and above,135000,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,ILLAWONG,2234,House,4 and above,585000,1065,2,111,2,0,0,19,12,0,4,4,1,0,0,4,9,0,12,136,3,5
2002,INGLEBURN,2565,House,1,295000,983,18,243,25,1,0,179,44,0,34,38,166,0,0,30,28,0,68,776,36,13
2002,INGLEBURN,2565,House,4 and above,265000,983,18,243,25,1,0,179,44,0,34,38,166,0,0,30,28,0,68,776,36,13
2002,JAMBEROO,2533,House,4 and above,510000,747,1,7,2,0,0,2,0,0,0,1,0,0,0,1,2,0,1,32,2,0
2002,JANNALI,2226,House,2,318000,1065,7,68,3,1,0,56,18,0,6,1,60,0,0,9,12,0,24,217,9,9
2002,JANNALI,2226,House,4 and above,380000,1065,7,68,3,1,0,56,18,0,6,1,60,0,0,9,12,0,24,217,9,9
2002,KANAHOOKA,2530,House,3,1288000,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,KANAHOOKA,2530,House,4 and above,265000,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,KANGAROO POINT,2224,House,4 and above,1800000,971,0,2,0,0,0,2,2,0,1,0,0,0,0,2,0,0,0,9,1,0
2002,KAREELA,2232,House,4 and above,527500,971,3,30,0,0,0,10,5,0,0,1,0,0,0,0,0,0,1,84,0,0
2002,KEARNS,2558,House,4 and above,255000,971,1,28,0,0,0,4,1,0,2,3,0,0,0,2,0,0,2,78,1,2
2002,KEIRAVILLE,2500,House,4 and above,310000,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,KEMBLA GRANGE,2526,House,4 and above,570000,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,KEMBLAWARRA,2505,House,4 and above,600000,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,KENTLYN,2560,House,4 and above,382500,1055,1,7,0,0,0,2,0,0,0,15,0,0,0,3,7,0,1,48,0,0
2002,KIAMA,2533,House,4 and above,320000,1062,3,126,4,0,0,65,9,0,1,8,62,0,0,18,5,0,27,409,13,59
2002,KIAMA DOWNS,2533,House,4 and above,315000,1062,2,46,2,0,0,11,16,0,1,1,0,0,0,4,3,0,5,74,1,0
2002,KIAMA HEIGHTS,2533,House,4 and above,392500,1062,0,10,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,2,0
2002,KIRRAWEE,2232,House,4 and above,439650,1086,20,129,10,0,0,51,14,0,3,10,40,0,0,17,13,0,25,433,11,0
2002,KOONAWARRA,2530,House,4 and above,144000,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,KURNELL,2231,House,4 and above,340000,999,6,24,1,0,0,15,5,0,0,7,0,0,0,79,6,0,17,68,1,3
2002,LAKE HEIGHTS,2502,House,4 and above,156000,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,LAKE ILLAWARRA,2528,House,4 and above,220000,890,8,50,4,0,0,46,14,0,0,4,0,0,0,10,12,0,16,224,7,0
2002,LEUMEAH,2560,House,4 and above,214950,949,19,173,18,0,0,136,32,0,21,14,20,0,0,13,38,0,41,745,30,12
2002,LILLI PILLI,2229,House,4 and above,900000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,LILLI PILLI (CARINGBAH),2229,House,4 and above,886750,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,LOFTUS,2232,House,4 and above,420000,935,2,24,1,0,0,14,7,0,1,2,5,0,0,3,1,0,2,123,4,3
2002,LUCAS HEIGHTS,2234,House,4 and above,426000,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MACQUARIE FIELDS,2564,House,1,15000,812,77,414,27,1,0,293,51,0,37,53,7,0,0,25,49,0,128,661,46,2
2002,MACQUARIE FIELDS,2564,House,4 and above,232000,812,77,414,27,1,0,293,51,0,37,53,7,0,0,25,49,0,128,661,46,2
2002,MACQUARIE LINKS,2565,House,4 and above,258000,812,3,10,2,0,0,7,1,0,9,0,14,0,0,1,1,0,1,34,4,1
2002,MADDENS PLAINS,2508,House,4 and above,46000,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MAIANBAR,2230,House,4 and above,321000,812,0,4,0,0,0,3,2,0,1,0,0,0,0,1,0,0,2,10,0,0
2002,MANGERTON,2500,House,4 and above,294000,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MARSHALL MOUNT,2530,House,4 and above,665000,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MENAI,2234,House,4 and above,446000,1077,7,220,8,0,0,66,27,0,9,16,0,0,0,17,10,0,57,494,27,16
2002,MENANGLE,2568,House,4 and above,1464000,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MENANGLE PARK,2563,House,4 and above,520000,1077,1,5,1,0,0,4,1,0,0,1,2,0,0,0,0,0,0,13,0,0
2002,MINNAMURRA,2533,House,4 and above,328750,1064,0,18,0,0,0,8,1,0,0,2,11,0,0,2,0,0,2,38,0,0
2002,MINTO,2566,House,3,175000,994,27,423,41,3,0,287,43,0,38,65,55,1,0,42,57,0,158,1245,48,2
2002,MINTO,2566,House,4 and above,202000,994,27,423,41,3,0,287,43,0,38,65,55,1,0,42,57,0,158,1245,48,2
2002,MINTO HEIGHTS,2566,House,4 and above,509500,994,0,3,0,0,0,0,1,0,0,13,0,0,0,0,2,0,1,14,0,0
2002,MIRANDA,2228,House,2,345000,1058,20,231,19,3,0,153,57,0,22,5,238,0,0,44,77,0,98,1524,77,11
2002,MIRANDA,2228,House,3,350000,1058,20,231,19,3,0,153,57,0,22,5,238,0,0,44,77,0,98,1524,77,11
2002,MIRANDA,2228,House,4 and above,455000,1058,20,231,19,3,0,153,57,0,22,5,238,0,0,44,77,0,98,1524,77,11
2002,MOUNT KEIRA,2500,House,4 and above,269750,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MOUNT KEMBLA,2526,House,4 and above,356500,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MOUNT OUSLEY,2519,House,4 and above,339950,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MOUNT PLEASANT,2519,House,4 and above,334000,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MOUNT ST THOMAS,2500,House,4 and above,194000,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,MOUNT WARRIGAL,2528,House,4 and above,243250,1044,5,82,4,0,0,59,10,0,0,9,0,0,0,6,11,0,17,181,8,1
2002,NORTH WOLLONGONG,2500,House,4 and above,295000,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,OAK FLATS,2529,House,4 and above,220000,904,11,100,4,0,0,50,14,0,4,5,18,0,0,8,13,0,24,419,10,0
2002,OTFORD,2508,House,3,5000,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,OTFORD,2508,House,4 and above,426000,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,OYSTER BAY,2225,House,4 and above,555000,1092,2,42,2,0,0,11,9,0,2,0,0,0,0,13,1,0,3,96,3,10
2002,PORT HACKING,2229,House,4 and above,875000,978,1,17,0,0,0,1,1,0,1,0,0,0,0,10,0,0,1,16,0,0
2002,PORT KEMBLA,2505,House,4 and above,140500,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,PRIMBEE,2502,House,4 and above,230000,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,RABY,2566,House,4 and above,239000,920,10,104,3,0,0,42,14,0,4,8,0,0,0,6,4,0,8,150,4,1
2002,REIDTOWN,2519,House,4 and above,249000,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,ROSEMEADOW,2560,House,4 and above,225000,981,19,150,13,1,0,157,32,0,11,47,0,0,0,12,17,0,42,454,16,2
2002,RUSE,2560,House,4 and above,240000,963,19,35,1,0,0,38,17,0,4,14,0,0,0,5,2,2,14,246,2,2
2002,RUSSELL VALE,2517,House,4 and above,289000,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,SANDY POINT,2172,House,4 and above,362500,979,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0
2002,SCARBOROUGH,2515,House,4 and above,495000,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,SHELL COVE,2529,House,4 and above,137000,1050,2,11,1,0,0,5,3,0,0,0,0,0,0,10,6,0,1,111,0,0
2002,SHELLHARBOUR,2529,House,4 and above,310000,1016,6,42,5,0,0,54,18,0,3,1,4,0,0,18,14,0,17,330,6,24
2002,ST ANDREWS,2566,House,4 and above,226000,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,ST HELENS PARK,2560,House,4 and above,220000,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,STANWELL PARK,2508,House,4 and above,531250,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,STANWELL TOPS,2508,House,4 and above,375000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,SUTHERLAND,2232,House,1,265000,1100,8,183,14,0,0,154,37,0,16,10,294,0,0,30,43,2,131,895,45,22
2002,SUTHERLAND,2232,House,2,280000,1100,8,183,14,0,0,154,37,0,16,10,294,0,0,30,43,2,131,895,45,22
2002,SUTHERLAND,2232,House,4 and above,430000,1100,8,183,14,0,0,154,37,0,16,10,294,0,0,30,43,2,131,895,45,22
2002,SYLVANIA,2224,House,3,345000,1033,4,124,5,0,0,52,24,0,7,3,0,0,0,11,18,0,19,481,10,3
2002,SYLVANIA,2224,House,4 and above,606250,1033,4,124,5,0,0,52,24,0,7,3,0,0,0,11,18,0,19,481,10,3
2002,SYLVANIA WATERS,2224,House,4 and above,795000,1033,1,19,2,0,0,9,11,0,0,1,0,0,0,5,0,0,5,85,2,1
2002,TAREN POINT,2229,House,4 and above,545000,848,1,20,4,0,0,9,8,0,1,4,1,0,0,2,6,0,4,177,4,2
2002,TARRAWANNA,2518,House,4 and above,328000,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,THIRROUL,2515,House,3,315000,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,THIRROUL,2515,House,4 and above,390000,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,TOWRADGI,2518,House,4 and above,267500,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,UNANDERRA,2526,House,4 and above,229000,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,VARROVILLE,2566,House,4 and above,620000,979,2,5,1,0,0,2,1,0,0,7,0,0,0,3,0,0,0,6,1,0
2002,WARILLA,2528,House,1,150000,915,22,109,7,1,0,98,38,0,5,12,0,0,0,20,15,0,66,432,15,3
2002,WARILLA,2528,House,4 and above,182000,915,22,109,7,1,0,98,38,0,5,12,0,0,0,20,15,0,66,432,15,3
2002,WARRAWONG,2502,House,4 and above,147500,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WATERFALL,2233,House,4 and above,406250,1030,0,7,1,1,0,4,1,0,0,2,11,0,0,2,1,0,0,32,1,0
2002,WEDDERBURN,2560,House,4 and above,525000,1157,0,3,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,16,0,0
2002,WERRI BEACH,2534,House,4 and above,382500,950,0,2,0,0,0,1,2,0,0,0,0,0,0,1,0,0,2,18,1,0
2002,WEST DAPTO,2530,House,4 and above,510000,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WEST WOLLONGONG,2500,House,4 and above,249995,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WINDANG,2528,House,4 and above,255000,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WOLLONGONG,2500,House,1,90000,1023,32,576,86,1,0,553,103,0,90,6,1624,1,0,211,149,1,325,3304,147,101
2002,WOLLONGONG,2500,House,2,237000,1023,32,576,86,1,0,553,103,0,90,6,1624,1,0,211,149,1,325,3304,147,101
2002,WOLLONGONG,2500,House,3,385000,1023,32,576,86,1,0,553,103,0,90,6,1624,1,0,211,149,1,325,3304,147,101
2002,WOLLONGONG,2500,House,4 and above,360000,1023,32,576,86,1,0,553,103,0,90,6,1624,1,0,211,149,1,325,3304,147,101
2002,WOMBARRA,2515,House,4 and above,635000,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WONGAWILLI,2530,House,4 and above,405000,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WOODBINE,2560,House,4 and above,248000,894,5,29,2,0,0,14,9,0,4,5,0,0,0,7,3,0,5,108,4,0
2002,WOOLOOWARE,2230,House,3,442000,1061,3,76,4,0,0,20,10,0,8,0,85,0,0,3,4,0,8,201,6,11
2002,WOOLOOWARE,2230,House,4 and above,470000,1061,3,76,4,0,0,20,10,0,8,0,85,0,0,3,4,0,8,201,6,11
2002,WOONONA,2517,House,1,185000,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WOONONA,2517,House,4 and above,331500,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,WORONORA,2232,House,4 and above,485000,1058,2,23,2,0,0,11,4,0,1,0,0,0,0,4,1,0,5,65,2,1
2002,WORONORA HEIGHTS,2233,House,4 and above,473500,1058,2,19,0,0,0,6,3,0,0,0,0,0,0,0,0,0,2,17,1,1
2002,WORONORA RIVER,2232,House,4 and above,487500,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,YARRAWARRAH,2233,House,4 and above,433250,909,0,33,0,0,0,6,3,0,0,2,0,0,0,0,0,0,1,67,0,1
2002,YOWIE BAY,2228,House,4 and above,827500,1094,2,42,1,0,0,4,6,0,0,3,0,0,0,6,0,0,3,61,3,2
2003,AIRDS,2560,House,4 and above,195000,894,22,176,2,1,0,182,50,0,12,35,0,0,0,14,13,0,70,314,9,1
2003,ALBION PARK,2527,House,4 and above,276500,980,9,124,9,0,0,76,34,0,2,8,35,0,0,18,7,0,18,316,16,18
2003,ALBION PARK RAIL,2527,House,4 and above,256250,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,ALFORDS POINT,2234,House,4 and above,675000,1070,2,36,1,0,0,14,6,0,1,1,0,0,0,2,6,0,10,34,0,0
2003,AMBARVALE,2560,House,1,1430,931,21,185,5,1,0,119,48,0,9,43,0,1,0,19,18,0,68,377,19,2
2003,AMBARVALE,2560,House,2,1650,931,21,185,5,1,0,119,48,0,9,43,0,1,0,19,18,0,68,377,19,2
2003,AMBARVALE,2560,House,4 and above,266000,931,21,185,5,1,0,119,48,0,9,43,0,1,0,19,18,0,68,377,19,2
