Year,Suburb,Postcode,Studio/House,Bedroom Count,Median House Price,Highest ICSEA Value,Sexual offences,Malicious damage to property,Prohibited and regulated weapons offences,Abduction and kidnapping,Betting and gaming offences,Assault ,"Intimidation, stalking and harassment ",Prostitution offences,Robbery ,Arson ,Transport regulatory offences ,Pornography offences,Blackmail and extortion ,Other offences ,Drug offences ,Homicide ,Against justice procedures ,Theft ,Disorderly conduct ,Liquor offences 
2013,FAIRY MEADOW,2519,House,4 and above,494000,967,9,81,3,0,0,77,38,0,6,5,120,1,0,10,28,0,30,272,7,21
2013,FARMBOROUGH HEIGHTS,2526,House,2,359000,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FARMBOROUGH HEIGHTS,2526,House,4 and above,395000,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,FERNHILL,2519,House,4 and above,450625,933,1,7,0,0,0,12,2,0,0,1,0,0,0,1,0,0,7,19,0,0
2013,FIGTREE,2525,House,4 and above,448500,1033,15,56,11,0,1,47,13,0,2,6,0,3,0,11,23,0,23,262,8,1
2013,FLINDERS,2529,House,4 and above,259000,1033,5,33,3,0,0,17,7,0,1,3,0,1,0,3,4,0,13,112,2,0
2013,FOXGROUND,2534,House,4 and above,992500,945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,GERRINGONG,2534,House,4 and above,493000,894,0,26,5,0,0,12,10,0,2,9,10,1,0,8,0,0,1,88,1,3
2013,GERROA,2534,House,4 and above,710000,894,1,3,2,0,0,4,1,0,1,0,0,0,0,3,0,0,0,24,1,0
2013,GILEAD,2560,House,4 and above,11050000,896,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0
2013,GLEN ALPINE,2560,House,4 and above,565000,1026,6,33,1,0,0,21,13,0,0,1,0,0,0,5,2,0,6,83,0,7
2013,GLENFIELD,2167,House,4 and above,399000,1026,14,104,8,0,0,66,29,0,3,3,1489,0,0,10,51,0,18,253,11,7
2013,GRAYS POINT,2232,House,4 and above,805500,1118,1,16,1,0,0,2,3,0,0,0,0,0,0,7,1,0,4,23,0,0
2013,GREENHILLS BEACH,2230,House,4 and above,820000,875,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
2013,GWYNNEVILLE,2500,House,4 and above,540000,1061,1,20,2,0,0,13,12,0,4,4,0,0,0,4,6,0,14,89,1,1
2013,GYMEA,2227,House,3,487000,1055,4,53,8,0,0,50,27,0,3,1,266,0,0,7,43,0,24,187,33,20
2013,GYMEA,2227,House,4 and above,794000,1055,4,53,8,0,0,50,27,0,3,1,266,0,0,7,43,0,24,187,33,20
2013,GYMEA BAY,2227,House,4 and above,860000,1094,2,15,4,0,0,14,10,0,0,0,0,0,0,0,4,0,9,47,4,0
2013,HAYWARDS BAY,2530,House,4 and above,368755,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HEATHCOTE,2233,House,2,348000,1064,3,29,5,0,0,18,10,0,3,4,4,0,0,3,22,0,3,77,7,5
2013,HEATHCOTE,2233,House,3,405000,1064,3,29,5,0,0,18,10,0,3,4,4,0,0,3,22,0,3,77,7,5
2013,HEATHCOTE,2233,House,4 and above,636250,1064,3,29,5,0,0,18,10,0,3,4,4,0,0,3,22,0,3,77,7,5
2013,HELENSBURGH,2508,House,4 and above,543500,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,HORSLEY,2530,House,4 and above,213750,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ILLAWONG,2234,House,4 and above,822000,1065,4,24,1,0,0,16,16,0,0,5,1,0,0,5,22,0,7,47,0,0
2013,INGLEBURN,2565,House,4 and above,402500,983,19,172,22,0,0,157,67,0,6,40,526,0,0,27,77,0,64,562,27,13
2013,JAMBEROO,2533,House,3,2000,747,2,0,0,0,0,8,2,0,0,6,0,0,0,1,1,0,0,21,1,3
2013,JAMBEROO,2533,House,4 and above,570000,747,2,0,0,0,0,8,2,0,0,6,0,0,0,1,1,0,0,21,1,3
2013,JANNALI,2226,House,1,380000,1065,5,38,3,0,0,35,27,0,1,1,59,0,0,11,20,0,10,83,10,5
2013,JANNALI,2226,House,4 and above,655000,1065,5,38,3,0,0,35,27,0,1,1,59,0,0,11,20,0,10,83,10,5
2013,JERRARA,2533,House,4 and above,990000,890,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
2013,KANAHOOKA,2530,House,2,170000,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KANAHOOKA,2530,House,4 and above,325000,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KANGAROO POINT,2224,House,4 and above,2455000,971,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,0
2013,KAREELA,2232,House,4 and above,770000,971,7,3,1,0,0,5,5,0,0,0,0,0,0,1,2,0,3,23,1,0
2013,KEARNS,2558,House,4 and above,423750,971,1,11,0,0,0,7,8,0,0,1,0,0,0,0,14,0,1,23,1,0
2013,KEIRAVILLE,2500,House,4 and above,579750,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KEMBLA GRANGE,2526,House,4 and above,785000,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KEMBLA HEIGHTS,2526,House,4 and above,1350000,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KENTLYN,2560,House,4 and above,851000,1055,0,5,0,0,0,3,2,0,0,6,0,0,0,2,4,0,2,67,1,0
2013,KIAMA,2533,House,4 and above,485000,1062,17,75,12,0,0,43,17,0,5,6,87,0,1,8,25,0,17,160,5,16
2013,KIAMA DOWNS,2533,House,4 and above,500000,1062,5,21,14,0,0,11,11,0,0,1,0,0,0,4,6,0,5,36,3,0
2013,KIAMA HEIGHTS,2533,House,1,895000,1062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0
2013,KIAMA HEIGHTS,2533,House,4 and above,671000,1062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,0,0
2013,KIRRAWEE,2232,House,4 and above,725000,1086,7,74,14,2,0,55,28,0,3,0,124,0,0,4,55,0,38,240,12,3
2013,KNIGHTS HILL,2577,House,4 and above,727000,1086,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KOONAWARRA,2530,House,4 and above,270500,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,KURNELL,2231,House,4 and above,612000,999,1,38,1,0,0,17,4,0,2,4,0,0,0,75,4,0,8,82,3,2
2013,LAKE HEIGHTS,2502,House,4 and above,300000,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,LAKE ILLAWARRA,2528,House,4 and above,302500,890,5,62,15,1,0,67,26,0,1,5,17,1,0,9,93,0,33,133,13,0
2013,LEUMEAH,2560,House,4 and above,349100,949,13,107,14,0,0,122,63,0,12,9,310,1,0,16,49,0,58,368,29,21
2013,LILLI PILLI,2229,House,4 and above,1325000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,LOFTUS,2232,House,4 and above,640000,935,0,52,0,0,0,1,4,0,0,0,5,0,0,0,7,0,0,56,1,0
2013,LONG POINT,2564,House,4 and above,552500,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MACQUARIE FIELDS,2564,House,4 and above,355000,812,39,231,39,0,0,170,90,0,13,48,152,2,0,40,84,1,939,499,44,5
2013,MACQUARIE LINKS,2565,House,4 and above,625000,812,0,9,3,0,0,3,2,0,1,0,191,0,0,2,2,0,0,10,1,1
2013,MADDENS PLAINS,2508,House,4 and above,2130000,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MAIANBAR,2230,House,4 and above,690000,812,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2013,MANGERTON,2500,House,4 and above,502500,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MARSHALL MOUNT,2530,House,4 and above,2139989,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MENAI,2234,House,4 and above,710000,1077,3,59,6,0,0,42,38,0,1,2,1,0,0,9,39,0,32,156,17,8
2013,MENANGLE PARK,2563,House,4 and above,455000,1077,1,2,0,1,0,5,1,0,0,3,22,0,0,2,0,0,0,11,0,3
2013,MINNAMURRA,2533,House,4 and above,560000,1064,0,4,6,0,0,5,0,0,0,2,17,0,0,4,0,0,0,18,2,0
2013,MINTO,2566,House,4 and above,240000,994,27,133,9,0,0,127,59,0,12,18,502,0,0,25,50,0,49,415,22,19
2013,MINTO HEIGHTS,2566,House,4 and above,790000,994,0,2,0,0,0,6,1,0,0,8,0,0,0,0,2,0,0,7,0,0
2013,MIRANDA,2228,House,1,352500,1058,15,178,19,0,0,96,36,0,12,3,1034,2,0,17,44,0,287,689,54,9
2013,MIRANDA,2228,House,2,440000,1058,15,178,19,0,0,96,36,0,12,3,1034,2,0,17,44,0,287,689,54,9
2013,MIRANDA,2228,House,3,493500,1058,15,178,19,0,0,96,36,0,12,3,1034,2,0,17,44,0,287,689,54,9
2013,MIRANDA,2228,House,4 and above,750000,1058,15,178,19,0,0,96,36,0,12,3,1034,2,0,17,44,0,287,689,54,9
2013,MOUNT KEIRA,2500,House,4 and above,520500,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MOUNT KEMBLA,2526,House,4 and above,449000,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MOUNT OUSLEY,2519,House,4 and above,512500,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MOUNT PLEASANT,2519,House,4 and above,570000,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MOUNT SAINT THOMAS,2500,House,4 and above,361000,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,MOUNT WARRIGAL,2528,House,3,200000,1044,8,51,13,0,0,36,21,0,3,4,0,0,0,5,22,0,18,91,4,0
2013,MOUNT WARRIGAL,2528,House,4 and above,356000,1044,8,51,13,0,0,36,21,0,3,4,0,0,0,5,22,0,18,91,4,0
2013,NORTH WOLLONGONG,2500,House,4 and above,572500,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,OAK FLATS,2529,House,2,50000,904,5,80,4,0,0,45,28,0,3,6,102,0,0,8,31,0,84,182,10,7
2013,OAK FLATS,2529,House,4 and above,385000,904,5,80,4,0,0,45,28,0,3,6,102,0,0,8,31,0,84,182,10,7
2013,OTFORD,2508,House,4 and above,660000,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,OYSTER BAY,2225,House,4 and above,764975,1092,1,16,1,0,0,10,9,0,0,0,0,0,0,33,2,0,6,35,1,0
2013,PENROSE,2530,House,4 and above,348950,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,PORT HACKING,2229,House,4 and above,1500000,978,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,15,0,0
2013,PORT KEMBLA,2505,House,4 and above,372500,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,PRIMBEE,2502,House,4 and above,365000,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,RABY,2566,House,2,448000,920,15,36,4,1,0,13,17,0,1,4,0,1,0,5,7,0,5,89,6,0
2013,RABY,2566,House,4 and above,389975,920,15,36,4,1,0,13,17,0,1,4,0,1,0,5,7,0,5,89,6,0
2013,ROSEMEADOW,2560,House,4 and above,322000,981,19,159,10,0,0,110,51,0,4,13,1,2,0,10,21,0,37,293,20,1
2013,RUSE,2560,House,4 and above,357000,963,7,38,2,0,0,40,20,0,0,8,0,2,0,2,2,0,9,140,5,0
2013,RUSSELL VALE,2517,House,4 and above,459900,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SADDLEBACK MOUNTAIN,2533,House,4 and above,2550000,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0
2013,SANDY POINT,2172,House,4 and above,732500,979,0,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,1,5,4,0
2013,SCARBOROUGH,2515,House,1,4000,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SCARBOROUGH,2515,House,4 and above,805000,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SHELL COVE,2529,House,4 and above,350750,1050,3,18,1,0,0,3,13,0,0,1,4,0,0,6,4,0,2,82,2,0
2013,SHELLHARBOUR,2529,House,1,115000,1016,9,51,2,0,0,32,12,0,2,3,0,1,0,10,25,0,21,169,20,27
2013,SHELLHARBOUR,2529,House,4 and above,523750,1016,9,51,2,0,0,32,12,0,2,3,0,1,0,10,25,0,21,169,20,27
2013,SHELLHARBOUR CITY CENTRE,2529,House,4 and above,255000,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SPRING HILL,2500,House,4 and above,9530000,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ST ANDREWS,2566,House,4 and above,357500,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,ST HELENS PARK,2560,House,4 and above,340000,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,STANWELL PARK,2508,House,4 and above,750000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,STANWELL TOPS,2508,House,4 and above,730000,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,SUTHERLAND,2232,House,1,390000,1100,16,123,44,0,0,152,53,0,8,1,1865,1,0,61,179,0,290,403,90,46
2013,SUTHERLAND,2232,House,2,438000,1100,16,123,44,0,0,152,53,0,8,1,1865,1,0,61,179,0,290,403,90,46
2013,SUTHERLAND,2232,House,3,447500,1100,16,123,44,0,0,152,53,0,8,1,1865,1,0,61,179,0,290,403,90,46
2013,SUTHERLAND,2232,House,4 and above,650000,1100,16,123,44,0,0,152,53,0,8,1,1865,1,0,61,179,0,290,403,90,46
2013,SYLVANIA,2224,House,1,25000,1033,4,44,8,0,0,28,15,0,1,1,0,0,0,11,17,0,14,246,11,4
2013,SYLVANIA,2224,House,4 and above,845000,1033,4,44,8,0,0,28,15,0,1,1,0,0,0,11,17,0,14,246,11,4
2013,SYLVANIA WATERS,2224,House,4 and above,1182500,1033,0,10,5,0,0,5,1,0,0,0,0,0,0,2,4,0,5,74,2,0
2013,TAREN POINT,2229,House,4 and above,1186000,848,0,12,2,0,0,4,4,0,1,2,0,0,0,14,12,0,7,92,4,1
2013,TARRAWANNA,2518,House,4 and above,470000,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,THIRROUL,2515,House,2,415000,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,THIRROUL,2515,House,3,486000,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,THIRROUL,2515,House,4 and above,650000,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,TONGARRA,2527,House,4 and above,25185,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,TOOLIJOOA,2534,House,4 and above,1522500,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,TOWRADGI,2518,House,4 and above,500000,842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,TULLIMBAR,2527,House,4 and above,255000,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,UNANDERRA,2526,House,4 and above,352000,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,VARROVILLE,2566,House,4 and above,940000,979,0,3,2,0,0,1,0,0,0,2,0,1,0,1,3,0,0,10,0,0
2013,WARILLA,2528,House,1,190500,915,20,125,18,0,0,89,38,0,4,6,0,0,0,13,59,0,269,296,24,1
2013,WARILLA,2528,House,4 and above,314500,915,20,125,18,0,0,89,38,0,4,6,0,0,0,13,59,0,269,296,24,1
2013,WARRAWONG,2502,House,4 and above,281250,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WATERFALL,2233,House,4 and above,567500,1030,1,35,0,0,0,4,0,0,1,0,19,0,0,3,1,0,1,41,5,0
2013,WEDDERBURN,2560,House,4 and above,625000,1157,0,4,1,0,0,6,2,0,0,13,0,0,0,0,2,0,2,13,2,0
2013,WERRI BEACH,2534,House,4 and above,726000,950,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2013,WEST WOLLONGONG,2500,House,4 and above,410000,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WILLOW VALE,2534,House,4 and above,407500,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WINDANG,2528,House,4 and above,457500,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WOLLONGONG,2500,House,1,285000,1023,43,431,57,0,0,486,163,0,20,16,1385,1,0,123,247,1,1347,1562,207,185
2013,WOLLONGONG,2500,House,2,400000,1023,43,431,57,0,0,486,163,0,20,16,1385,1,0,123,247,1,1347,1562,207,185
2013,WOLLONGONG,2500,House,3,455000,1023,43,431,57,0,0,486,163,0,20,16,1385,1,0,123,247,1,1347,1562,207,185
2013,WOLLONGONG,2500,House,4 and above,680000,1023,43,431,57,0,0,486,163,0,20,16,1385,1,0,123,247,1,1347,1562,207,185
2013,WOMBARRA,2515,House,4 and above,945000,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WONGAWILLI,2530,House,4 and above,457500,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WOODBINE,2560,House,4 and above,360000,894,4,31,3,0,0,13,14,0,1,1,0,0,0,2,8,0,4,42,1,0
2013,WOOLOOWARE,2230,House,1,395000,1061,2,54,2,1,0,19,6,0,1,1,93,1,0,6,14,0,11,85,7,2
2013,WOOLOOWARE,2230,House,4 and above,965000,1061,2,54,2,1,0,19,6,0,1,1,93,1,0,6,14,0,11,85,7,2
2013,WOONONA,2517,House,1,340000,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WOONONA,2517,House,2,367500,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WOONONA,2517,House,3,295500,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WOONONA,2517,House,4 and above,546500,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,WORONORA,2232,House,4 and above,762500,1058,0,7,3,0,0,7,3,0,0,1,0,0,0,2,7,0,4,25,1,1
2013,WORONORA HEIGHTS,2233,House,4 and above,777500,1058,0,5,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,8,0,0
2013,YALLAH,2530,House,4 and above,1150000,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,YARRAWARRAH,2233,House,4 and above,684500,909,2,7,1,0,0,8,5,0,1,0,0,0,0,1,2,0,3,18,2,0
2013,YELLOW ROCK,2527,House,4 and above,980000,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,YOWIE BAY,2228,House,4 and above,1065000,1094,0,17,0,0,0,3,0,0,0,0,0,0,0,2,2,0,1,52,1,0
2014,AIRDS,2560,House,4 and above,340000,894,18,175,24,0,0,147,89,0,9,30,0,1,0,11,44,0,103,202,27,7
2014,ALBION PARK,2527,House,1,425000,980,14,62,11,0,2,62,46,0,0,4,50,0,0,7,26,0,18,167,5,10
2014,ALBION PARK,2527,House,2,21000,980,14,62,11,0,2,62,46,0,0,4,50,0,0,7,26,0,18,167,5,10
2014,ALBION PARK,2527,House,3,262500,980,14,62,11,0,2,62,46,0,0,4,50,0,0,7,26,0,18,167,5,10
2014,ALBION PARK,2527,House,4 and above,425000,980,14,62,11,0,2,62,46,0,0,4,50,0,0,7,26,0,18,167,5,10
2014,ALBION PARK RAIL,2527,House,2,34000,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALBION PARK RAIL,2527,House,4 and above,375000,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,ALFORDS POINT,2234,House,4 and above,892500,1070,1,8,3,0,0,5,8,0,0,0,1,0,0,13,13,0,0,10,0,0
2014,AMBARVALE,2560,House,2,412000,931,16,118,21,0,0,133,80,0,4,20,1,1,0,16,68,0,53,232,9,4
2014,AMBARVALE,2560,House,4 and above,392000,931,16,118,21,0,0,133,80,0,4,20,1,1,0,16,68,0,53,232,9,4
2014,AUSTINMER,2515,House,4 and above,750000,1112,0,9,2,0,0,5,1,0,0,2,11,0,0,0,0,0,2,38,2,0
2014,AVONDALE,2530,House,4 and above,1322500,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,BALGOWNIE,2519,House,1,262000,943,6,34,5,1,1,26,12,0,1,2,0,0,0,6,6,0,9,111,1,1
2014,BALGOWNIE,2519,House,4 and above,565000,943,6,34,5,1,1,26,12,0,1,2,0,0,0,6,6,0,9,111,1,1
2014,BANGOR,2234,House,4 and above,815000,1064,3,12,2,0,0,16,7,0,0,2,0,0,0,2,17,0,6,50,2,4
2014,BARDEN RIDGE,2234,House,4 and above,875000,1064,1,28,2,0,0,8,3,0,0,1,0,0,0,2,13,0,4,21,4,0
2014,BARDIA,2565,House,4 and above,484975,1064,0,2,1,0,0,2,1,0,0,0,0,0,0,1,2,0,1,18,0,0
2014,BARRACK HEIGHTS,2528,House,1,275000,873,12,72,15,0,0,59,37,0,1,6,0,0,0,6,70,0,53,125,14,12
2014,BARRACK HEIGHTS,2528,House,4 and above,349000,873,12,72,15,0,0,59,37,0,1,6,0,0,0,6,70,0,53,125,14,12
2014,BARRACK POINT,2528,House,4 and above,757500,873,1,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,12,0,0
2014,BELLAMBI,2518,House,4 and above,449000,1136,7,129,13,0,0,95,49,0,1,37,198,0,0,20,58,0,67,213,13,2
2014,BERKELEY,2506,House,4 and above,300000,922,17,92,20,2,1,80,53,0,1,17,0,0,0,17,69,0,39,230,14,17
2014,BLACKBUTT,2529,House,4 and above,495000,920,3,26,2,0,0,10,5,0,1,1,0,0,1,3,14,0,425,36,6,0
2014,BLAIR ATHOL,2560,House,4 and above,530000,755,2,5,0,0,0,14,10,0,1,2,0,0,0,0,2,0,3,33,3,0
2014,BLAIRMOUNT,2559,House,4 and above,400000,947,2,1,1,0,0,5,2,0,0,2,0,0,0,0,0,0,0,3,1,0
2014,BOMBO,2533,House,4 and above,521000,940,0,3,1,0,0,0,0,0,0,0,9,0,0,1,0,0,0,6,0,0
2014,BONNET BAY,2226,House,4 and above,847500,925,0,6,1,0,0,7,1,0,0,0,0,0,0,2,3,0,2,19,3,0
2014,BOW BOWING,2566,House,4 and above,432500,716,0,5,0,0,0,7,1,0,0,1,0,0,0,1,2,0,4,14,2,0
2014,BRADBURY,2560,House,4 and above,410000,996,18,102,18,1,1,110,64,0,5,9,0,0,0,16,31,0,43,235,6,21
2014,BROUGHTON VILLAGE,2534,House,1,425,1057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
2014,BROUGHTON VILLAGE,2534,House,4 and above,742500,1057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
2014,BROWNSVILLE,2530,House,4 and above,320000,1015,0,10,0,0,0,5,3,0,0,0,0,0,0,0,1,0,2,16,1,2
2014,BULLI,2516,House,4 and above,648750,1082,5,37,5,0,1,27,12,0,2,3,150,0,0,7,17,1,7,192,8,0
2014,BUNDEENA,2230,House,4 and above,690000,1071,1,32,0,0,0,11,5,0,1,0,0,0,0,4,2,0,3,32,1,0
2014,BURRANEER,2230,House,4 and above,1650000,982,5,11,0,0,0,6,6,0,1,1,1,0,0,6,0,0,4,66,2,0
2014,CALDERWOOD,2527,House,4 and above,1400000,1065,1,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014,CAMPBELLTOWN,2560,House,1,295000,845,45,373,64,1,2,436,208,0,35,29,2050,1,0,93,207,0,1454,1714,135,201
2014,CAMPBELLTOWN,2560,House,2,356000,845,45,373,64,1,2,436,208,0,35,29,2050,1,0,93,207,0,1454,1714,135,201
2014,CAMPBELLTOWN,2560,House,3,388000,845,45,373,64,1,2,436,208,0,35,29,2050,1,0,93,207,0,1454,1714,135,201
2014,CAMPBELLTOWN,2560,House,4 and above,425050,845,45,373,64,1,2,436,208,0,35,29,2050,1,0,93,207,0,1454,1714,135,201
2014,CARINGBAH,2229,House,1,45000,972,15,139,23,0,0,78,28,0,8,6,764,1,0,26,148,0,68,492,41,6
2014,CARINGBAH,2229,House,2,539000,972,15,139,23,0,0,78,28,0,8,6,764,1,0,26,148,0,68,492,41,6
2014,CARINGBAH,2229,House,3,559975,972,15,139,23,0,0,78,28,0,8,6,764,1,0,26,148,0,68,492,41,6
2014,CARINGBAH,2229,House,4 and above,1042500,972,15,139,23,0,0,78,28,0,8,6,764,1,0,26,148,0,68,492,41,6
2014,CARINGBAH SOUTH,2229,House,4 and above,1225000,972,3,66,1,0,0,26,13,0,0,3,1,0,0,8,18,0,13,126,7,0
2014,COALCLIFF,2508,House,4 and above,1400000,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,COLEDALE,2515,House,4 and above,905000,874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,COMO,2226,House,4 and above,925000,662,1,16,4,0,0,10,6,0,2,0,52,0,0,9,13,0,6,30,3,0
2014,CONISTON,2500,House,1,285000,982,3,52,4,0,0,35,18,0,1,1,252,0,0,8,15,0,21,59,5,2
2014,CONISTON,2500,House,2,275000,982,3,52,4,0,0,35,18,0,1,1,252,0,0,8,15,0,21,59,5,2
2014,CONISTON,2500,House,3,276000,982,3,52,4,0,0,35,18,0,1,1,252,0,0,8,15,0,21,59,5,2
2014,CONISTON,2500,House,4 and above,420000,982,3,52,4,0,0,35,18,0,1,1,252,0,0,8,15,0,21,59,5,2
2014,CORDEAUX HEIGHTS,2526,House,4 and above,550500,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,CORRIMAL,2518,House,1,335000,916,13,63,7,0,1,70,30,0,3,6,240,2,0,16,22,0,22,306,11,13
2014,CORRIMAL,2518,House,2,380000,916,13,63,7,0,1,70,30,0,3,6,240,2,0,16,22,0,22,306,11,13
2014,CORRIMAL,2518,House,3,396000,916,13,63,7,0,1,70,30,0,3,6,240,2,0,16,22,0,22,306,11,13
