Year,Suburb,Bedroom Count,Median House Price,Highest ICSEA Value,Crime Count,Year-ended Inflation
2017,SHELL COVE,4,690000,1050,123,1.9
2017,SHELLHARBOUR,4,830000,1016,250,1.9
2017,ST ANDREWS,4,625000,993,0,1.9
2017,ST HELENS PARK,4,565000,959,0,1.9
2017,STANWELL PARK,4,1380000,1125,0,1.9
2017,STANWELL TOPS,4,1000000,1125,0,1.9
2017,SUTHERLAND,1,627500,1100,3354,1.9
2017,SUTHERLAND,2,602500,1100,3354,1.9
2017,SUTHERLAND,3,689000,1100,3354,1.9
2017,SUTHERLAND,4,1183500,1100,3354,1.9
2017,SYLVANIA,4,1375000,1033,377,1.9
2017,TAREN POINT,4,1730000,848,145,1.9
2017,TARRAWANNA,4,842500,848,0,1.9
2017,THIRROUL,4,1111000,1115,0,1.9
2017,TONGARRA,4,1300000,959,0,1.9
2017,TOWRADGI,4,876000,842,0,1.9
2017,TULLIMBAR,2,322700,963,0,1.9
2017,TULLIMBAR,4,265000,963,0,1.9
2017,UNANDERRA,4,630000,951,0,1.9
2017,VARROVILLE,4,1440000,979,15,1.9
2017,WARILLA,4,519000,915,773,1.9
2017,WARRAWONG,4,480000,899,0,1.9
2017,WATERFALL,4,970000,1030,110,1.9
2017,WEDDERBURN,4,1123000,1157,31,1.9
2017,WERRI BEACH,4,1100000,950,16,1.9
2017,WEST WOLLONGONG,3,550000,940,0,1.9
2017,WEST WOLLONGONG,4,750500,940,0,1.9
2017,WILLOW VALE,4,1982500,1143,0,1.9
2017,WINDANG,4,660500,973,0,1.9
2017,WOLLONGONG,1,440000,1023,7610,1.9
2017,WOLLONGONG,2,560000,1023,7610,1.9
2017,WOLLONGONG,3,570000,1023,7610,1.9
2017,WOLLONGONG,4,925000,1023,7610,1.9
2017,WOMBARRA,4,1420000,1023,0,1.9
2017,WONGAWILLI,4,397500,941,0,1.9
2017,WOODBINE,4,635000,894,89,1.9
2017,WOOLOOWARE,1,515000,1061,341,1.9
2017,WOOLOOWARE,2,762500,1061,341,1.9
2017,WOOLOOWARE,3,920000,1061,341,1.9
2017,WOOLOOWARE,4,1800000,1061,341,1.9
2017,WOONONA,2,540000,1058,0,1.9
2017,WOONONA,3,780000,1058,0,1.9
2017,WOONONA,4,865000,1058,0,1.9
2017,WORONORA,4,1200000,1058,78,1.9
2017,WORONORA HEIGHTS,1,475000,1058,58,1.9
2017,WORONORA HEIGHTS,2,500000,1058,58,1.9
2017,WORONORA HEIGHTS,4,1180000,1058,58,1.9
2017,YALLAH,4,1275000,983,0,1.9
2017,YARRAWARRAH,4,1065000,909,40,1.9
2017,YELLOW ROCK,4,1472776,996,0,1.9
2017,YOWIE BAY,4,1700000,1094,67,1.9
2018,AIRDS,4,530000,894,517,1.8
2018,ALBION PARK,2,505000,980,359,1.8
2018,ALBION PARK,3,546500,980,359,1.8
2018,ALBION PARK,4,565000,980,359,1.8
2018,ALBION PARK RAIL,3,535000,897,0,1.8
2018,ALBION PARK RAIL,4,560000,897,0,1.8
2018,ALFORDS POINT,4,1223500,1070,56,1.8
2018,AMBARVALE,4,578500,931,513,1.8
2018,AUSTINMER,1,409000,1112,86,1.8
2018,AUSTINMER,2,470000,1112,86,1.8
2018,AUSTINMER,4,1227500,1112,86,1.8
2018,AVONDALE,4,562500,1083,0,1.8
2018,BALGOWNIE,1,445000,943,196,1.8
2018,BALGOWNIE,4,870000,943,196,1.8
2018,BANGOR,1,551250,1064,122,1.8
2018,BANGOR,4,1150000,1064,122,1.8
2018,BARDEN RIDGE,4,1250000,1064,106,1.8
2018,BARDIA,4,525000,1064,81,1.8
2018,BARRACK HEIGHTS,1,410000,873,378,1.8
2018,BARRACK HEIGHTS,2,410000,873,378,1.8
2018,BARRACK HEIGHTS,3,400000,873,378,1.8
2018,BARRACK HEIGHTS,4,604000,873,378,1.8
2018,BARRACK POINT,4,1172500,873,26,1.8
2018,BELLAMBI,4,737500,1136,734,1.8
2018,BERKELEY,2,297000,922,733,1.8
2018,BERKELEY,3,300000,922,733,1.8
2018,BERKELEY,4,520000,922,733,1.8
2018,BLACKBUTT,4,737000,920,534,1.8
2018,BLAIR ATHOL,4,705000,755,44,1.8
2018,BLAIRMOUNT,4,640250,947,26,1.8
2018,BOMBO,2,180000,940,24,1.8
2018,BOMBO,4,950000,940,24,1.8
2018,BONNET BAY,4,1160000,925,21,1.8
2018,BOW BOWING,4,660000,716,52,1.8
2018,BRADBURY,4,580000,996,457,1.8
2018,BROGERS CREEK,4,100000,953,3,1.8
2018,BROWNSVILLE,1,360000,1015,39,1.8
2018,BROWNSVILLE,4,680000,1015,39,1.8
2018,BULLI,2,407000,1082,506,1.8
2018,BULLI,3,590000,1082,506,1.8
2018,BULLI,4,950000,1082,506,1.8
2018,BUNDEENA,4,928000,1071,56,1.8
2018,CALDERWOOD,3,191500,1065,27,1.8
2018,CALDERWOOD,4,256625,1065,27,1.8
2018,CAMPBELLTOWN,1,370000,845,8044,1.8
2018,CAMPBELLTOWN,2,443750,845,8044,1.8
2018,CAMPBELLTOWN,3,494500,845,8044,1.8
2018,CAMPBELLTOWN,4,480000,845,8044,1.8
2018,CARINGBAH,1,363300,972,1628,1.8
2018,CARINGBAH,2,735000,972,1628,1.8
2018,CARINGBAH,3,762500,972,1628,1.8
2018,CARINGBAH,4,1377500,972,1628,1.8
2018,CARINGBAH SOUTH,4,1650000,972,270,1.8
2018,CLAYMORE,4,380000,991,345,1.8
2018,COLEDALE,4,1335000,874,0,1.8
2018,COMO,4,1285000,662,176,1.8
2018,CONISTON,2,630000,982,546,1.8
2018,CONISTON,4,720000,982,546,1.8
2018,CORDEAUX HEIGHTS,4,845000,916,0,1.8
2018,CORRIMAL,4,855000,916,796,1.8
2018,CRINGILA,4,488000,916,321,1.8
2018,CRONULLA,1,822500,1084,2342,1.8
2018,CRONULLA,2,1265000,1084,2342,1.8
2018,CRONULLA,3,1450000,1084,2342,1.8
2018,CURRAMORE,4,1370000,940,3,1.8
2018,DAPTO,4,570000,979,1168,1.8
2018,DENHAM COURT,3,520000,846,154,1.8
2018,DENHAM COURT,4,476500,846,154,1.8
2018,DUNMORE,4,442500,1009,0,1.8
2018,EAGLE VALE,4,592000,903,0,1.8
2018,EAST CORRIMAL,1,370000,1019,0,1.8
2018,EAST CORRIMAL,4,894000,1019,0,1.8
2018,ENGADINE,2,564500,1066,477,1.8
2018,ENGADINE,3,680000,1066,477,1.8
2018,ENGADINE,4,950000,1066,477,1.8
2018,ENGLORIE PARK,4,531000,1066,16,1.8
2018,ESCHOL PARK,4,605000,983,86,1.8
2018,FAIRY MEADOW,2,640000,967,828,1.8
2018,FAIRY MEADOW,3,955000,967,828,1.8
2018,FAIRY MEADOW,4,850000,967,828,1.8
2018,FARMBOROUGH HEIGHTS,4,662500,967,0,1.8
2018,FERNHILL,4,757500,933,42,1.8
2018,FIGTREE,3,662500,1033,453,1.8
2018,FIGTREE,4,729950,1033,453,1.8
2018,FLINDERS,3,590000,1033,214,1.8
2018,FLINDERS,4,710000,1033,214,1.8
2018,FOXGROUND,4,1850000,945,2,1.8
2018,GERRINGONG,2,514500,894,66,1.8
2018,GERRINGONG,3,472500,894,66,1.8
2018,GERRINGONG,4,879000,894,66,1.8
2018,GERROA,4,1500000,894,24,1.8
2018,GLEN ALPINE,4,869000,1026,92,1.8
2018,GLENFIELD,4,685000,1026,3094,1.8
2018,GRAYS POINT,4,1300000,1118,69,1.8
2018,GWYNNEVILLE,4,851000,1061,168,1.8
2018,GYMEA,1,650000,1055,609,1.8
2018,GYMEA,2,842500,1055,609,1.8
2018,GYMEA,3,830000,1055,609,1.8
2018,GYMEA,4,1225000,1055,609,1.8
2018,GYMEA BAY,4,1310000,1094,63,1.8
2018,HAYWARDS BAY,4,800000,897,0,1.8
2018,HEATHCOTE,1,495000,1064,160,1.8
2018,HEATHCOTE,2,644950,1064,160,1.8
2018,HEATHCOTE,3,715000,1064,160,1.8
2018,HEATHCOTE,4,970000,1064,160,1.8
2018,HELENSBURGH,1,559000,1045,0,1.8
2018,HELENSBURGH,2,629000,1045,0,1.8
2018,HELENSBURGH,3,547500,1045,0,1.8
2018,HELENSBURGH,4,849000,1045,0,1.8
2018,HORSLEY,4,599950,1211,0,1.8
2018,HUNTLEY,4,420000,1157,0,1.8
2018,ILLAWONG,2,817500,1065,145,1.8
2018,ILLAWONG,3,750000,1065,145,1.8
2018,ILLAWONG,4,1265000,1065,145,1.8
2018,INGLEBURN,2,466000,983,2474,1.8
2018,INGLEBURN,3,532000,983,2474,1.8
2018,INGLEBURN,4,690000,983,2474,1.8
2018,JAMBEROO,4,830000,747,44,1.8
2018,JANNALI,3,970000,1065,301,1.8
2018,JANNALI,4,1065000,1065,301,1.8
2018,KANAHOOKA,4,618500,971,0,1.8
2018,KAREELA,4,1125000,971,44,1.8
2018,KEARNS,4,647500,971,47,1.8
2018,KEIRAVILLE,4,853500,914,0,1.8
2018,KEMBLA GRANGE,4,299000,1120,0,1.8
2018,KENTLYN,4,1530000,1055,63,1.8
2018,KIAMA,1,519000,1062,476,1.8
2018,KIAMA,2,610000,1062,476,1.8
2018,KIAMA,3,685000,1062,476,1.8
2018,KIAMA,4,880000,1062,476,1.8
2018,KIAMA DOWNS,4,808500,1062,80,1.8
2018,KIAMA HEIGHTS,4,1017000,1062,17,1.8
2018,KIRRAWEE,1,289000,1086,722,1.8
2018,KIRRAWEE,4,1179000,1086,722,1.8
2018,KOONAWARRA,3,550000,1086,0,1.8
2018,KOONAWARRA,4,540000,1086,0,1.8
2018,KURNELL,4,1200000,999,138,1.8
2018,LAKE HEIGHTS,3,490000,986,0,1.8
2018,LAKE HEIGHTS,4,585000,986,0,1.8
2018,LAKE ILLAWARRA,2,420000,890,317,1.8
2018,LAKE ILLAWARRA,3,410000,890,317,1.8
2018,LAKE ILLAWARRA,4,557500,890,317,1.8
2018,LEUMEAH,4,635000,949,1153,1.8
2018,LILLI PILLI,4,1860000,1125,0,1.8
2018,LOFTUS,4,1017500,935,85,1.8
2018,LONG POINT,4,1375000,955,0,1.8
2018,MACQUARIE FIELDS,2,475000,812,1625,1.8
2018,MACQUARIE FIELDS,4,637500,812,1625,1.8
2018,MACQUARIE LINKS,4,925000,812,525,1.8
2018,MAIANBAR,4,1125000,812,5,1.8
2018,MANGERTON,4,830000,1076,0,1.8
2018,MENAI,3,654975,1077,350,1.8
2018,MENAI,4,1048500,1077,350,1.8
2018,MINNAMURRA,4,1073500,1064,41,1.8
2018,MINTO,2,240000,994,2141,1.8
2018,MINTO,4,650000,994,2141,1.8
2018,MINTO HEIGHTS,4,1650000,994,33,1.8
2018,MIRANDA,1,585000,1058,3111,1.8
2018,MIRANDA,2,766000,1058,3111,1.8
2018,MIRANDA,3,788275,1058,3111,1.8
2018,MIRANDA,4,1300000,1058,3111,1.8
2018,MOUNT KEIRA,4,780000,1111,0,1.8
2018,MOUNT KEMBLA,4,820000,1051,0,1.8
2018,MOUNT OUSLEY,4,818000,1078,0,1.8
2018,MOUNT PLEASANT,4,914000,1116,0,1.8
2018,MOUNT SAINT THOMAS,4,672250,947,0,1.8
2018,MOUNT WARRIGAL,2,560000,1044,253,1.8
2018,MOUNT WARRIGAL,3,577500,1044,253,1.8
2018,MOUNT WARRIGAL,4,622500,1044,253,1.8
2018,NORTH WOLLONGONG,2,355000,955,0,1.8
2018,NORTH WOLLONGONG,4,1630000,955,0,1.8
2018,OAK FLATS,2,415000,904,509,1.8
2018,OAK FLATS,4,625000,904,509,1.8
2018,OTFORD,4,1100000,1113,0,1.8
2018,OYSTER BAY,4,1240000,1092,87,1.8
2018,PORT HACKING,4,1777500,978,24,1.8
2018,PORT KEMBLA,4,650000,991,0,1.8
2018,PRIMBEE,4,672500,952,0,1.8
2018,RABY,2,646000,920,182,1.8
2018,RABY,4,650000,920,182,1.8
2018,ROSEMEADOW,4,600000,981,524,1.8
2018,RUSE,4,615000,963,221,1.8
2018,RUSSELL VALE,4,842000,1028,0,1.8
2018,SADDLEBACK MOUNTAIN,4,935000,1114,3,1.8
2018,SANDY POINT,4,1034500,979,12,1.8
2018,SCARBOROUGH,4,1175000,1121,0,1.8
2018,SHELL COVE,3,580000,1050,154,1.8
2018,SHELL COVE,4,850000,1050,154,1.8
2018,SHELLHARBOUR,1,452500,1016,223,1.8
2018,SHELLHARBOUR,2,584000,1016,223,1.8
2018,SHELLHARBOUR,4,965000,1016,223,1.8
2018,SHELLHARBOUR CITY CENTRE,3,432500,1016,0,1.8
2018,SHELLHARBOUR CITY CENTRE,4,605000,1016,0,1.8
2018,ST ANDREWS,4,630000,993,0,1.8
2018,ST HELENS PARK,4,580000,959,0,1.8
2018,STANWELL PARK,4,1200000,1125,0,1.8
2018,STANWELL TOPS,4,1100000,1125,0,1.8
2018,SUTHERLAND,1,600000,1100,3270,1.8
2018,SUTHERLAND,2,712000,1100,3270,1.8
2018,SUTHERLAND,3,755000,1100,3270,1.8
2018,SUTHERLAND,4,1110000,1100,3270,1.8
2018,SYLVANIA,1,400000,1033,395,1.8
2018,SYLVANIA,2,800000,1033,395,1.8
2018,SYLVANIA,4,1240000,1033,395,1.8
2018,TAREN POINT,4,1350000,848,140,1.8
2018,TARRAWANNA,4,720000,848,0,1.8
2018,THIRROUL,3,815000,1115,0,1.8
2018,THIRROUL,4,1200000,1115,0,1.8
2018,TONGARRA,4,970000,959,0,1.8
2018,TOOLIJOOA,4,1642500,927,0,1.8
2018,TOWRADGI,4,840000,842,0,1.8
2018,TULLIMBAR,2,375000,963,0,1.8
2018,TULLIMBAR,3,387500,963,0,1.8
2018,TULLIMBAR,4,380000,963,0,1.8
2018,UNANDERRA,1,1900000,951,0,1.8
2018,UNANDERRA,2,278250,951,0,1.8
2018,UNANDERRA,3,345750,951,0,1.8
2018,UNANDERRA,4,599000,951,0,1.8
2018,VARROVILLE,4,1540000,979,18,1.8
2018,WARILLA,4,561000,915,591,1.8
2018,WARRAWONG,4,536750,899,0,1.8
2018,WATERFALL,4,822500,1030,87,1.8
2018,WEDDERBURN,4,1250000,1157,45,1.8
2018,WERRI BEACH,4,1110000,950,9,1.8
2018,WEST WOLLONGONG,1,1262500,940,0,1.8
2018,WEST WOLLONGONG,4,706000,940,0,1.8
2018,WINDANG,4,825000,973,0,1.8
2018,WOLLONGONG,1,472500,1023,6433,1.8
2018,WOLLONGONG,2,570000,1023,6433,1.8
2018,WOLLONGONG,3,652500,1023,6433,1.8
2018,WOLLONGONG,4,900000,1023,6433,1.8
2018,WOMBARRA,4,1727500,1023,0,1.8
2018,WONGAWILLI,4,645000,941,0,1.8
2018,WOODBINE,4,635000,894,102,1.8
2018,WOOLOOWARE,1,650000,1061,332,1.8
2018,WOOLOOWARE,2,770000,1061,332,1.8
2018,WOOLOOWARE,3,890000,1061,332,1.8
2018,WOOLOOWARE,4,1785000,1061,332,1.8
2018,WOONONA,4,880000,1058,0,1.8
2018,WORONORA,4,1010000,1058,39,1.8
2018,WORONORA HEIGHTS,3,682500,1058,56,1.8
2018,WORONORA HEIGHTS,4,1200000,1058,56,1.8
2018,YALLAH,4,122500,983,0,1.8
2018,YARRAWARRAH,4,955000,909,54,1.8
2018,YOWIE BAY,4,1715000,1094,51,1.8
2019,AIRDS,4,434500,894,467,1.8
2019,ALBION PARK,2,509000,980,503,1.8
2019,ALBION PARK,3,450000,980,503,1.8
2019,ALBION PARK,4,590000,980,503,1.8
2019,ALBION PARK RAIL,4,540000,897,0,1.8
2019,ALFORDS POINT,4,1197500,1070,68,1.8
2019,AMBARVALE,4,535000,931,551,1.8
2019,AUSTINMER,1,430000,1112,74,1.8
2019,AUSTINMER,2,550000,1112,74,1.8
2019,AUSTINMER,4,1155000,1112,74,1.8
2019,AVONDALE,4,503000,1083,0,1.8
2019,BALGOWNIE,4,820000,943,172,1.8
2019,BANGOR,1,545000,1064,163,1.8
2019,BANGOR,4,1010000,1064,163,1.8
2019,BARDEN RIDGE,4,1148500,1064,130,1.8
2019,BARDIA,4,430000,1064,122,1.8
2019,BARRACK HEIGHTS,4,550000,873,365,1.8
2019,BARRACK POINT,4,1482500,873,25,1.8
2019,BELLAMBI,4,695000,1136,761,1.8
2019,BERKELEY,4,472500,922,604,1.8
2019,BLACKBUTT,4,640000,920,427,1.8
2019,BLAIR ATHOL,4,705000,755,59,1.8
2019,BLAIRMOUNT,4,544375,947,32,1.8
2019,BOMBO,4,800000,940,13,1.8
2019,BONNET BAY,4,1055000,925,33,1.8
2019,BOW BOWING,4,575000,716,71,1.8
2019,BRADBURY,4,550000,996,494,1.8
2019,BROUGHTON VILLAGE,4,1190000,1057,2,1.8
2019,BROWNSVILLE,4,557500,1015,50,1.8
2019,BULLI,2,515000,1082,479,1.8
2019,BULLI,3,585000,1082,479,1.8
2019,BULLI,4,950000,1082,479,1.8
2019,BUNDEENA,4,990000,1071,63,1.8
2019,CALDERWOOD,1,279009,1065,60,1.8
2019,CALDERWOOD,4,279009,1065,60,1.8
2019,CAMPBELLTOWN,1,275000,845,8125,1.8
2019,CAMPBELLTOWN,2,417500,845,8125,1.8
2019,CAMPBELLTOWN,3,480000,845,8125,1.8
2019,CAMPBELLTOWN,4,522500,845,8125,1.8
2019,CARINGBAH,1,590000,972,1794,1.8
2019,CARINGBAH,2,660000,972,1794,1.8
2019,CARINGBAH,3,765000,972,1794,1.8
2019,CARINGBAH,4,1192500,972,1794,1.8
2019,CARINGBAH SOUTH,4,1487500,972,347,1.8
2019,CATARACT,4,1500000,646,0,1.8
2019,CLAYMORE,4,642500,991,432,1.8
2019,CLIFTON,4,500000,991,1,1.8
2019,COALCLIFF,4,1642500,991,0,1.8
2019,COLEDALE,4,1300000,874,0,1.8
2019,COMO,4,1225000,662,176,1.8
2019,CONISTON,4,645000,982,624,1.8
2019,CORDEAUX HEIGHTS,4,805000,916,0,1.8
2019,CORRIMAL,2,490000,916,805,1.8
2019,CORRIMAL,3,532500,916,805,1.8
2019,CORRIMAL,4,723750,916,805,1.8
2019,CRINGILA,4,420000,916,296,1.8
2019,CRONULLA,1,635000,1084,2359,1.8
2019,CRONULLA,2,800000,1084,2359,1.8
2019,CRONULLA,3,1180000,1084,2359,1.8
2019,CROOM,4,336600,971,15,1.8
2019,CURRAMORE,4,1760000,940,8,1.8
2019,DAPTO,1,260750,979,1012,1.8
2019,DAPTO,2,235000,979,1012,1.8
2019,DAPTO,3,522500,979,1012,1.8
2019,DAPTO,4,521000,979,1012,1.8
2019,DENHAM COURT,3,525000,846,196,1.8
2019,DENHAM COURT,4,515000,846,196,1.8
2019,DOLANS BAY,4,1430000,1021,17,1.8
2019,DOMBARTON,4,1265000,1021,0,1.8
2019,DUNMORE,4,510000,1009,0,1.8
2019,EAGLE VALE,4,580000,903,0,1.8
2019,EAST CORRIMAL,1,385000,1019,0,1.8
2019,EAST CORRIMAL,4,796000,1019,0,1.8
2019,ENGADINE,2,500000,1066,599,1.8
2019,ENGADINE,4,890000,1066,599,1.8
2019,ENGLORIE PARK,4,525500,1066,10,1.8
2019,ESCHOL PARK,4,548000,983,78,1.8
2019,FAIRY MEADOW,2,592500,967,800,1.8
2019,FAIRY MEADOW,4,760000,967,800,1.8
2019,FARMBOROUGH HEIGHTS,4,637500,967,0,1.8
2019,FERNHILL,4,662500,933,25,1.8
2019,FIGTREE,4,717500,1033,507,1.8
2019,FLINDERS,3,578750,1033,193,1.8
2019,FLINDERS,4,687500,1033,193,1.8
2019,GERRINGONG,1,284000,894,101,1.8
2019,GERRINGONG,3,650000,894,101,1.8
2019,GERRINGONG,4,830000,894,101,1.8
2019,GERROA,4,1032500,894,37,1.8
2019,GLEN ALPINE,4,832500,1026,94,1.8
2019,GLENFIELD,1,460000,1026,2410,1.8
2019,GLENFIELD,4,672000,1026,2410,1.8
2019,GRAYS POINT,4,1192500,1118,78,1.8
2019,GWYNNEVILLE,4,750000,1061,174,1.8
2019,GYMEA,2,830000,1055,682,1.8
2019,GYMEA,3,935000,1055,682,1.8
2019,GYMEA,4,1043000,1055,682,1.8
2019,GYMEA BAY,4,1200000,1094,146,1.8
2019,HAYWARDS BAY,4,820000,897,0,1.8
2019,HEATHCOTE,2,635000,1064,250,1.8
2019,HEATHCOTE,4,875000,1064,250,1.8
2019,HELENSBURGH,2,625000,1045,0,1.8
2019,HELENSBURGH,4,800000,1045,0,1.8
2019,HORSLEY,4,630000,1211,0,1.8
2019,ILLAWONG,1,542500,1065,171,1.8
2019,ILLAWONG,2,610000,1065,171,1.8
2019,ILLAWONG,3,709000,1065,171,1.8
2019,ILLAWONG,4,1150000,1065,171,1.8
2019,INGLEBURN,3,550000,983,2132,1.8
2019,INGLEBURN,4,650000,983,2132,1.8
2019,JAMBEROO,4,815000,747,39,1.8
2019,JANNALI,1,465000,1065,412,1.8
2019,JANNALI,2,610000,1065,412,1.8
2019,JANNALI,4,960000,1065,412,1.8
2019,JERRARA,4,1650000,890,7,1.8
2019,KANAHOOKA,4,564000,971,0,1.8
2019,KAREELA,4,1082500,971,68,1.8
2019,KEARNS,4,617500,971,42,1.8
2019,KEIRAVILLE,4,880000,914,0,1.8
2019,KEMBLA GRANGE,4,349975,1120,0,1.8
2019,KENTLYN,4,1275000,1055,32,1.8
2019,KIAMA,1,397500,1062,431,1.8
2019,KIAMA,3,720000,1062,431,1.8
2019,KIAMA,4,790000,1062,431,1.8
2019,KIAMA DOWNS,4,780000,1062,84,1.8
2019,KIAMA HEIGHTS,4,875000,1062,24,1.8
2019,KIRRAWEE,1,622500,1086,774,1.8
2019,KIRRAWEE,2,763000,1086,774,1.8
2019,KIRRAWEE,3,730000,1086,774,1.8
2019,KIRRAWEE,4,1013650,1086,774,1.8
2019,KNIGHTS HILL,4,1725000,1086,3,1.8
2019,KOONAWARRA,4,450000,1086,0,1.8
2019,KURNELL,4,1112000,999,213,1.8
2019,LAKE HEIGHTS,4,530000,986,0,1.8
2019,LAKE ILLAWARRA,2,590000,890,366,1.8
2019,LAKE ILLAWARRA,4,577500,890,366,1.8
2019,LEUMEAH,4,581000,949,948,1.8
2019,LILLI PILLI,4,1960000,1125,0,1.8
2019,LOFTUS,4,992500,935,109,1.8
2019,LONG POINT,4,1250000,955,0,1.8
2019,MACQUARIE FIELDS,2,390000,812,2005,1.8
2019,MACQUARIE FIELDS,4,576000,812,2005,1.8
2019,MACQUARIE LINKS,4,1025000,812,433,1.8
2019,MAIANBAR,4,845000,812,9,1.8
2019,MANGERTON,4,810000,1076,0,1.8
2019,MARSHALL MOUNT,4,235230,1048,0,1.8
2019,MENAI,2,609000,1077,457,1.8
2019,MENAI,4,980000,1077,457,1.8
2019,MINNAMURRA,4,1045000,1064,44,1.8
2019,MINTO,4,595000,994,1851,1.8
2019,MIRANDA,1,560000,1058,3165,1.8
2019,MIRANDA,2,740000,1058,3165,1.8
2019,MIRANDA,3,800000,1058,3165,1.8
2019,MIRANDA,4,1100000,1058,3165,1.8
2019,MOUNT KEIRA,4,717500,1111,0,1.8
2019,MOUNT KEMBLA,4,805000,1051,0,1.8
2019,MOUNT OUSLEY,4,825000,1078,0,1.8
2019,MOUNT PLEASANT,4,880000,1116,0,1.8
2019,MOUNT SAINT THOMAS,3,449000,947,0,1.8
2019,MOUNT SAINT THOMAS,4,592500,947,0,1.8
2019,MOUNT WARRIGAL,2,505000,1044,328,1.8
2019,MOUNT WARRIGAL,4,565500,1044,328,1.8
2019,NORTH WOLLONGONG,2,495000,955,0,1.8
2019,OAK FLATS,1,290000,904,455,1.8
2019,OAK FLATS,2,415000,904,455,1.8
2019,OAK FLATS,3,550000,904,455,1.8
2019,OAK FLATS,4,592500,904,455,1.8
2019,OTFORD,4,500000,1113,0,1.8
2019,OYSTER BAY,4,1200000,1092,111,1.8
2019,PORT HACKING,4,1925000,978,24,1.8
2019,PORT KEMBLA,1,210100,991,0,1.8
2019,PORT KEMBLA,2,273900,991,0,1.8
2019,PORT KEMBLA,3,317900,991,0,1.8
2019,PORT KEMBLA,4,600000,991,0,1.8
2019,PRIMBEE,4,650000,952,0,1.8
2019,RABY,4,595000,920,161,1.8
2019,ROSEMEADOW,4,526999,981,477,1.8
2019,RUSE,4,580000,963,249,1.8
2019,RUSSELL VALE,4,765000,1028,0,1.8
2019,SADDLEBACK MOUNTAIN,4,1575000,1114,2,1.8
2019,SANDY POINT,4,815000,979,3,1.8
2019,SCARBOROUGH,4,1075000,1121,0,1.8
2019,SHELL COVE,4,780000,1050,148,1.8
2019,SHELLHARBOUR,2,1282500,1016,234,1.8
2019,SHELLHARBOUR,4,725000,1016,234,1.8
2019,SHELLHARBOUR CITY CENTRE,3,499000,1016,0,1.8
2019,SHELLHARBOUR CITY CENTRE,4,1000000,1016,0,1.8
2019,ST ANDREWS,4,590000,993,0,1.8
2019,ST HELENS PARK,4,545000,959,0,1.8
2019,STANWELL PARK,4,1285000,1125,0,1.8
2019,STANWELL TOPS,4,910000,1125,0,1.8
2019,SUTHERLAND,1,559000,1100,3078,1.8
2019,SUTHERLAND,2,600000,1100,3078,1.8
2019,SUTHERLAND,3,693000,1100,3078,1.8
2019,SUTHERLAND,4,1037500,1100,3078,1.8
2019,SYLVANIA,3,634000,1033,442,1.8
2019,SYLVANIA,4,1200000,1033,442,1.8
2019,SYLVANIA WATERS,4,1639000,1033,122,1.8
2019,TAREN POINT,4,1525000,848,194,1.8
2019,TARRAWANNA,4,750000,848,0,1.8
2019,THIRROUL,1,640000,1115,0,1.8
2019,THIRROUL,2,640000,1115,0,1.8
2019,THIRROUL,4,1100000,1115,0,1.8
2019,TONGARRA,4,429000,959,0,1.8
2019,TOOLIJOOA,4,1360000,927,1,1.8
2019,TOWRADGI,4,800000,842,0,1.8
2019,TULLIMBAR,2,395000,963,0,1.8
2019,TULLIMBAR,3,369000,963,0,1.8
2019,TULLIMBAR,4,588000,963,0,1.8
2019,UNANDERRA,4,530000,951,0,1.8
2019,WARILLA,2,466000,915,780,1.8
2019,WARILLA,3,480000,915,780,1.8
2019,WARILLA,4,480000,915,780,1.8
2019,WARRAWONG,4,483500,899,0,1.8
2019,WEDDERBURN,4,1312500,1157,35,1.8
2019,WERRI BEACH,4,1195000,950,11,1.8
2019,WEST WOLLONGONG,3,652500,940,0,1.8
2019,WEST WOLLONGONG,4,659000,940,0,1.8
2019,WILLOW VALE,4,1426000,1143,0,1.8
2019,WINDANG,4,697250,973,0,1.8
2019,WOLLONGONG,1,457500,1023,6982,1.8
2019,WOLLONGONG,2,532500,1023,6982,1.8
2019,WOLLONGONG,3,613000,1023,6982,1.8
2019,WOLLONGONG,4,997500,1023,6982,1.8
2019,WOMBARRA,4,1230000,1023,0,1.8
2019,WONGAWILLI,4,369500,941,0,1.8
2019,WOODBINE,4,617500,894,90,1.8
2019,WOOLOOWARE,1,567500,1061,372,1.8
2019,WOOLOOWARE,2,667500,1061,372,1.8
2019,WOOLOOWARE,3,810000,1061,372,1.8
2019,WOOLOOWARE,4,1600000,1061,372,1.8
2019,WOONONA,3,480000,1058,0,1.8
2019,WOONONA,4,855000,1058,0,1.8
2019,WORONORA,4,1195000,1058,88,1.8
2019,WORONORA HEIGHTS,4,1052550,1058,48,1.8
2019,YALLAH,4,1365000,983,0,1.8
2019,YARRAWARRAH,4,1003000,909,49,1.8
2019,YELLOW ROCK,4,1100000,996,0,1.8
2019,YOWIE BAY,4,1700000,1094,65,1.8
2020,AIRDS,4,478000,894,418,0.9
2020,ALBION PARK,1,470000,980,342,0.9
2020,ALBION PARK,3,520000,980,342,0.9
2020,ALBION PARK,4,600000,980,342,0.9
2020,ALBION PARK RAIL,3,370150,897,0,0.9
2020,ALBION PARK RAIL,4,565000,897,0,0.9
2020,ALFORDS POINT,4,1320000,1070,79,0.9
2020,AMBARVALE,4,560000,931,536,0.9
